publication_date,effective_on,department,agency_fr,independent_reg_agency,title_fr,abstract,action,citation,document_number,docket_number,significant,econ_significant,3(f)(1) significant,Major,html_url,Notes,in_fr_df,url,title_gao,agency_gao,subagency,type,description,priority,effective,received,control_number,fed_reg_number,major_rule_report,in_gao_df,regulation_id_number
2025-01-08,2025-02-12,Transportation Department,Federal Aviation Administration,0,Airworthiness Directives; General Electric Company Engines,"The FAA is adopting a new airworthiness directive (AD) for certain General Electric Company (GE) Model GEnx-1B64, GEnx-1B64/P1, GEnx-1B64/P2, GEnx-1B67, GEnx-1B67/P1, GEnx-1B67/P2, GEnx-1B70, GEnx- 1B70/75/P1, GEnx-1B70/75/P2, GEnx-1B70/P1, GEnx-1B70/P2, GEnx-1B70C/P1, GEnx-1B70C/P2, GEnx-1B74/75/P1, GEnx-1B74/75/P2, GEnx-1B76/P2, GEnx- 1B76A/P2, GEnx-2B67, GEnx-2B67B, and GEnx-2B67/P engines. This AD was prompted by a manufacturer evaluation that determined a lower life limit may be necessary for certain stages 6-10 compressor rotor spools than allowed by the engine shop manual (ESM). This AD requires a one- time inspection of the stages 6-10 spools for previously accomplished blend repairs, a one-time inspection of the blend repairs on the stages 6-10 spools for compliance with the updated allowable limits, and replacement if necessary. The FAA is issuing this AD to address the unsafe condition on these products.",Final rule.,90 FR 1361,2025-00208,FAA-2024-0755,,,,,https://www.federalregister.gov/documents/2025/01/08/2025-00208/airworthiness-directives-general-electric-company-engines,,1,,,,,,,,,,,,,0,['2120-AA64']
2025-01-08,2025-02-12,Transportation Department,Federal Aviation Administration,0,Airworthiness Directives; Gulfstream Aerospace Corporation Airplanes,"The FAA is adopting a new airworthiness directive (AD) for certain Gulfstream Aerospace Corporation Model GVII-G500 and GVII-G600 airplanes. This AD was prompted by a report of cracking in the electrical grounding receptacles located on the left and right wings. This AD requires inspecting the electrical grounding receptacles for cracks and corrosion, performing applicable on-condition actions, and sealing over the grounding receptacles on the top of the wings to permanently disable the receptacle. The FAA is issuing this AD to address the unsafe condition on these products.",Final rule.,90 FR 1357,2025-00138,FAA-2024-2021,,,,,https://www.federalregister.gov/documents/2025/01/08/2025-00138/airworthiness-directives-gulfstream-aerospace-corporation-airplanes,,1,,,,,,,,,,,,,0,['2120-AA64']
2025-01-08,2025-02-12,Transportation Department,Federal Aviation Administration,0,Airworthiness Directives; The Boeing Company Airplanes,"The FAA is adopting a new airworthiness directive (AD) for all The Boeing Company Model 767-200, -300, and -300F airplanes. This AD was prompted by a report of a main landing gear (MLG) collapse event following maintenance where a grinder was operating outside of its input parameters, resulting in possible heat damage to the outer cylinder of the MLG. This AD requires replacing affected outer cylinders. The FAA is issuing this AD to address the unsafe condition on these products.",Final rule.,90 FR 1368,2025-00144,FAA-2024-1689,,,,,https://www.federalregister.gov/documents/2025/01/08/2025-00144/airworthiness-directives-the-boeing-company-airplanes,,1,,,,,,,,,,,,,0,['2120-AA64']
2025-01-10,2025-01-10,Environmental Protection Agency,,0,"Excess Emissions During Periods of Startup, Shutdown, and Malfunction; Partial Withdrawals of Findings of Failure To Submit State Implementation Plan (SIP)","Due to the receipt of adverse comment, the Environmental Protection Agency (EPA) is withdrawing the November 26, 2024, direct final rule to partially withdraw two final actions finding that 13 States and/or local air pollution control agencies failed to submit State Implementation Plan (SIP) revisions required by the Clean Air Act (CAA) in a timely manner to address the EPA's 2015 findings of substantial inadequacy and ""SIP calls"" for provisions applying to excess emissions during periods of startup, shutdown, and malfunction (SSM). The EPA will address all comments received in a subsequent final rule for which the EPA will not institute a second comment period.",Direct final rule; withdrawal.,90 FR 1903,2025-00433,EPA-HQ-OAR-2021-0863,,,,,https://www.federalregister.gov/documents/2025/01/10/2025-00433/excess-emissions-during-periods-of-startup-shutdown-and-malfunction-partial-withdrawals-of-findings,,1,,,,,,,,,,,,,0,['2060-AW38']
2025-01-10,2025-01-10,Equal Employment Opportunity Commission,,0,"Recordkeeping and Reporting Requirements Under Title VII, the ADA, GINA, and the PWFA","The Equal Employment Opportunity Commission (""EEOC"" or ""Commission"") is issuing a final rule amending its regulations regarding recordkeeping and reporting requirements to delegate authority for making determinations on hardship exemption applications, to set forth the procedure for applying for exemptions, and to provide a non-exhaustive list of criteria for considering exemption applications.",Final rule.,90 FR 1876,2024-31751,,,,,,https://www.federalregister.gov/documents/2025/01/10/2024-31751/recordkeeping-and-reporting-requirements-under-title-vii-the-ada-gina-and-the-pwfa,,1,,,,,,,,,,,,,0,['3046-AB28']
2025-01-10,2025-01-10,Interior Department,Natural Resources Revenue Office,0,2025 Civil Monetary Penalty Inflation Adjustments,"Pursuant to the Federal Civil Penalties Inflation Adjustment Act of 1990, as amended by the Federal Civil Penalties Inflation Adjustment Act Improvements Act of 2015 (referred to herein as the ""Inflation Adjustment Acts""), and Office of Management and Budget (""OMB"") guidance, ONRR is adjusting for inflation the civil monetary penalty (""CMP"") amounts it assesses under the Federal Oil and Gas Royalty Management Act of 1982 (""FOGRMA"").",Final rule.,90 FR 1878,2025-00358,ONRR-2022-0003,,,,,https://www.federalregister.gov/documents/2025/01/10/2025-00358/2025-civil-monetary-penalty-inflation-adjustments,,1,,,,,,,,,,,,,0,['1012-AA37']
2025-01-10,2025-01-10,State Department,,0,Department of State 2025 Civil Monetary Penalties Inflationary Adjustment,"This final rule is issued to adjust the civil monetary penalties (CMP) for regulatory provisions maintained and enforced by the Department of State. The revised CMP adjusts the amount of civil monetary penalties assessed by the Department of State based on the December 2024 guidance from the Office of Management and Budget and by recent legislation. For penalties adjusted according to the December 2024 guidance, the new amounts will apply only to those penalties assessed on or after the effective date of this rule, regardless of the date on which the underlying facts or violations occurred.",Final rule.,90 FR 1866,2025-00361,,,,,,https://www.federalregister.gov/documents/2025/01/10/2025-00361/department-of-state-2025-civil-monetary-penalties-inflationary-adjustment,,1,,,,,,,,,,,,,0,['1400-AF90']
2025-01-10,2025-01-10,Transportation Department,Federal Motor Carrier Safety Administration,0,Federal Motor Carrier Safety Regulations; Correction,"In a final rule published in the Federal Register on November 18, 2024, FMCSA amended its regulations by making technical corrections throughout the Federal Motor Carrier Safety Regulations (FMCSRs). The final rule included an amendatory instruction to revise a stayed section without first lifting the stay. The final rule also included an amendatory instruction which referenced an incorrect paragraph letter. The Agency corrects these errors.",Final rule; correcting amendments.,90 FR 1908,2025-00212,FMCSA-2024-0201,,,,,https://www.federalregister.gov/documents/2025/01/10/2025-00212/federal-motor-carrier-safety-regulations-correction,,1,,,,,,,,,,,,,0,['2126-AC66']
2025-01-10,2025-01-10,Treasury Department,Alcohol and Tobacco Tax and Trade Bureau,0,Standards of Fill for Wine and Distilled Spirits,"This final rule amends the Alcohol and Tobacco Tax and Trade Bureau (TTB) regulations that govern wine and distilled spirits containers to add 13 standards of fill for wine and 15 for distilled spirits. TTB is also amending its regulations to eliminate the distinction between standards of fill for distilled spirits in cans and those for distilled spirits in containers other than cans. TTB had also proposed to generally eliminate the standards of fill for wine and distilled spirits, as an alternative to approving specific new standards of fill. Upon careful consideration of comments received, however, TTB is not adopting that proposal at this time. The amendments described in this final rule respond to industry member requests for additional flexibility to use a wider range of container sizes and are expected to facilitate the movement of goods in domestic and international commerce while also providing consumers broader purchasing options.",Final rule; Treasury decision.,90 FR 1868,2025-00271,TTB-2022-0004,,,,,https://www.federalregister.gov/documents/2025/01/10/2025-00271/standards-of-fill-for-wine-and-distilled-spirits,,1,,,,,,,,,,,,,0,['1513-AC86']
2025-01-10,2025-01-10,Veterans Affairs Department,,0,Federal Civil Penalties Inflation Adjustment Act Amendments,"The Department of Veterans Affairs (VA) is amending its regulations to adjust for inflation the amount of civil monetary penalties that are within VA's jurisdiction. These adjustments comply with the requirement in the Federal Civil Penalties Inflation Adjustment Act of 1990, as amended by the Federal Civil Penalties Inflation Adjustment Act Improvements Act of 2015, to make annual adjustments to the penalties.",Final rule.,90 FR 1902,2025-00094,VA-2025-VBA-0005,,,,,https://www.federalregister.gov/documents/2025/01/10/2025-00094/federal-civil-penalties-inflation-adjustment-act-amendments,,1,,,,,,,,,,,,,0,['2900-AS26']
2025-01-10,2025-01-15,Labor Department,Workers' Compensation Programs Office; Employment and Training Administration; Wage and Hour Division; Occupational Safety and Health Administration; Mine Safety and Health Administration,0,Federal Civil Penalties Inflation Adjustment Act Annual Adjustments for 2025,"The U.S. Department of Labor (Department) is publishing this final rule to adjust for inflation the civil monetary penalties assessed or enforced by the Department, pursuant to the Federal Civil Penalties Inflation Adjustment Act of 1990 as amended by the Federal Civil Penalties Inflation Adjustment Act Improvements Act of 2015 (Inflation Adjustment Act). The Inflation Adjustment Act requires the Department to annually adjust its civil money penalty levels for inflation no later than January 15 of each year. The Inflation Adjustment Act provides that agencies shall adjust civil monetary penalties notwithstanding section 553 of the Administrative Procedure Act (APA). Additionally, the Inflation Adjustment Act provides a cost- of-living formula for adjustment of the civil penalties. Accordingly, this final rule sets forth the Department's 2025 annual adjustments for inflation to its civil monetary penalties.",Final rule.,90 FR 1854,2024-31602,MSHA-2024-0116,,,,,https://www.federalregister.gov/documents/2025/01/10/2024-31602/federal-civil-penalties-inflation-adjustment-act-annual-adjustments-for-2025,,1,,,,,,,,,,,,,0,['1290-AA50']
2025-01-10,2025-01-25,Interior Department,Fish and Wildlife Service,0,Injurious Wildlife Species; Listing Salamanders Due to Risk of Salamander Chytrid Fungus,"The U.S. Fish and Wildlife Service is affirming as final the 2016 interim rule that added all species of salamanders from 20 genera to the list of injurious amphibians. Under the injurious wildlife prohibitions of the Lacey Act, this final rule prohibits the importation into the United States and shipment between the continental United States, District of Columbia, Hawaii, Commonwealth of Puerto Rico, or any territory or possession of the United States of any live or dead specimen, including hybrids and parts, of those 20 genera of salamanders, except by permit for certain purposes or by Federal agencies solely for their own use. In addition to finalizing the listing of those 20 genera, we are publishing a new interim rule to add to the injurious amphibian list 16 genera that recent studies determined are also carriers of the fungus and to clarify some provisions from the final rule. This interim rule includes any live or dead specimen, hybrid, or parts of the 16 genera and opens a public comment period. We take these actions to protect U.S. ecosystems from the introduction, establishment, and spread of the lethal chytrid fungus Batrachochytrium salamandrivorans, which infects and is carried by salamanders, and which is not yet known to be found in the United States.",Affirmation of interim rule as final; second interim rule and request for public comment.,90 FR 2170,2024-31203,FWS-HQ-FAC-2015-0005,,,,,https://www.federalregister.gov/documents/2025/01/10/2024-31203/injurious-wildlife-species-listing-salamanders-due-to-risk-of-salamander-chytrid-fungus,,1,,,,,,,,,,,,,0,['1018-BA77']
